,x,y
0,0.6491045488041643,-3.0729881411811357
1,-0.25797422302143547,-4.430689106470899
2,0.054034851579590065,-4.404372144026942
3,-0.03678018751549366,-2.8152234347716147
4,0.3197852411799354,-4.395542318789981
5,-0.29273141921974805,-4.35111567899594
6,-0.495010555180595,-4.25951062766447
7,0.49506806520637686,-4.1889939039137065
8,-0.5726574047143036,-3.6462209310239113
9,-0.39921967576787776,-4.297387461990403
10,-1.6100071666039828,-4.757422576363023
11,1.6191663805119711,-3.8689462759720734
12,-1.7168876328789293,-4.927038360000663
13,1.7499360247179563,-3.120032584841846
14,0.2737045301146675,-2.219353952655914
15,1.032631471400353,-3.267938441288389
16,0.16711476126963848,-4.036742825479803
17,1.1047731545974002,-3.7238052468481393
18,-0.9257902659768396,-5.042972607857142
19,-0.698776510560335,-5.336118875306394
20,0.10304544728645698,-4.061417288520103
21,0.5236431028285881,-5.068189011398965
22,0.8396794059387119,-3.920702403831051
23,0.1577605077909025,-3.9561517328748836
24,1.7034655566000512,-3.0288893686692853
25,1.0191929189466644,-4.302553725804997
26,-0.47766296254224927,-2.4374702175610334
27,0.6153992496321053,-4.907081251869916
28,-0.3797411854947863,-4.3062868074263925
29,0.4191439125976997,-3.4535551922683556
30,-0.2693926562125787,-2.4928958920737694
31,-0.7765846769412275,-6.754782412375863
32,1.2005892737175272,-2.870050453457365
33,-0.06407795248774845,-5.1532159151565
34,-0.4756441632479266,-3.425895585207968
35,-0.07070487599206264,-4.6080613338705625
36,0.7237481943449261,-2.720562077933863
37,0.5979343254597357,-4.061436706350673
38,-0.2988311445181731,-3.8614739835979117
39,-0.3490203908955229,-4.200768662305875
40,0.06809582125861426,-4.291162834129282
41,1.4831779222426165,-3.959477972725251
42,0.9525087754134248,-3.667918753400622
43,-0.18794637726725252,-4.838513300930491
44,0.008789333251254213,-4.395036603224968
45,0.8270210885418122,-2.24119650917837
46,-2.2064170402140904,-3.075599934638144
47,1.0927165865472215,-3.3622462768202968
48,0.8323579360566098,-2.7587703585164367
49,0.9671887021302558,-3.233272319971619
50,0.948969157298377,-3.6046886435516443
51,0.9135091090602014,-4.553902683635755
52,-0.862739303525515,-4.465151310663548
53,-1.4212777462446935,-2.773853197301712
54,-0.8046114309785641,-4.671520786182146
55,-0.2939060167221019,-3.2491241368749977
56,-0.5152152664760866,-2.7216054597501618
57,2.2923756433466056,-2.667437923643726
58,-0.10136078877511862,-5.512435801829332
59,-0.6728609678468446,-3.224196828266306
60,0.22115044550973934,-4.730245425622008
61,0.5994151002021911,-2.58341588620749
62,0.11901785101378305,-4.803437426903354
63,1.3764296573576826,-4.204659607140801
64,0.6201073108139488,-4.086588485354583
65,1.3050386223855766,-2.1620555867347973
66,-0.5049407555956706,-2.5208801510628085
67,0.7564860543777185,-3.8628493515089537
68,-0.90354356895673,-3.935715860954128
69,1.1430372135944518,-3.7055936519463772
70,0.7332705557233616,-5.605597829421787
71,0.8726615483194157,-3.1404584509613898
72,-1.9084916641734204,-3.3491490937877098
73,-0.2451478713936366,-4.1930073994446335
74,-0.8918868062757717,-4.620132507925215
75,0.9506240298301822,-3.5447069854339603
76,-0.7919485015813761,-5.201966595159503
77,0.6042122608877764,-4.259845431935796
78,0.42308562207120937,-4.717389757283577
79,-1.054057838388428,-4.474262112238737
80,-0.7066240363850926,-4.139325564995707
81,0.5830684746821835,-1.7326810859496975
82,0.4250474720199896,-4.0910687571624145
83,0.5720007769633526,-3.1066157037585485
84,-0.6294707773299264,-5.203848364214542
85,-0.2827753719712814,-6.062636083118132
86,-0.7616202477650883,-3.9960053405811653
87,-1.4710470728129204,-3.448604803329074
88,-0.633359620020661,-4.723789550245409
89,-0.25595494614122827,-4.637551370004886
90,-0.48375034102242126,-4.580248174661985
91,0.307083756585638,-2.822613638828265
92,1.1424237416921543,-5.8831937889058326
93,0.27682614034793895,-5.1548633197196905
94,0.8876437615287328,-4.132692497737312
95,0.102230239528236,-5.383191430165719
96,0.24300450941503,-3.639018616173028
97,-0.8223391809707892,-3.8000869610866927
98,2.2717243830092335,-3.754568810816569
99,-1.1228282043343423,-4.035258729171322
100,-0.4543313759792344,-4.669591204601899
101,1.6199032476740403,-2.2080579250192267
102,-1.8709978147734203,-3.354391546250676
103,-0.5548985929906372,-2.3258082556644517
104,-0.6523184228803321,-3.9944875911545066
105,-0.8187199671007983,-3.834494894322295
106,-0.3248507738463408,-3.695264093415463
107,-1.0030262827677712,-3.9505783890075197
108,0.11415305766171559,-3.0003572039533015
109,-1.1646539037552508,-3.515923624672089
110,0.27526133312162493,-4.3881857348453
111,-0.9329640544889167,-4.1952503101691265
112,0.15232943315636738,-2.4849697612962593
113,0.36000756093004466,-2.2620850087755446
114,-0.5432084864814418,-4.1324589534137175
115,-0.578042632718601,-4.378531894593181
116,0.45291367076302896,-4.650188081809987
117,0.8843873981333262,-3.805879739828738
118,-0.36617112811092467,-4.024626093279404
119,0.9034098238880491,-5.1927794069538
120,-0.2202348740073867,-3.6611882059406455
121,-0.6739506991692733,-3.9877769970976917
122,0.5675426535333197,-3.8986571326950896
123,1.2679271210895922,-4.735464400544093
124,-0.7275053934135471,-3.6985420991997073
125,0.8002259315235994,-3.385305052722188
126,-0.42533316318056935,-2.9938426532056046
127,0.3126554754247981,-1.6968732139677933
128,0.09802372496777274,-4.411838018111525
129,-1.6616673194955867,-3.0643088538988046
130,-2.2064719674035502,-6.051022537414862
131,1.496613355994949,-2.4941673238575746
132,0.6510031655299544,-5.401216554090283
133,-0.7275442588881331,-4.456344934876977
134,0.5504335498642701,-3.907003211867728
135,0.0740228448560065,-2.1514617660638784
136,0.9061901959405041,-4.486833776487661
137,0.42256585892628445,-4.152926551098888
138,-1.2096837063735115,-5.023446035655626
139,1.0535036288694783,-4.6737303705957265
